0.075758,0.075758,0.075758,0.075758,0.075758,0.075758,0.075758,0.075758,0.075758,0.075758,0.075758,0.075758,0.075758,0.075758,0.075758,0.075758,0.075758,0.075758,0.055844,0.055844,0.035498,0.035498,0.017749,0.017749,0.0077922,0.0077922,0.0077922,0.0077922,0.0077922,0.0077922,0.0077922,0.0077922,0.0077922,0.0077922,0.0077922,0.0077922,0.0064935,0.0064935,0.0060606,0.0060606,0.0051948,0.0051948,0.0047619,0.0047619,0.0030303,0.0030303,0.0008658,0.0008658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.094118,0.094118,0.094118,0.094118,0.094118,0.094118,0.066667,0.066667,0.064706,0.064706,0.066667,0.066667,0.068627,0.068627,0.070588,0.070588,0.066667,0.066667,0.15686,0.15686,0.24902,0.24902,0.30196,0.30196,0.32157,0.32157,0.32157,0.32157,0.32157,0.32157,0.32157,0.32157,0.27843,0.27843,0.18627,0.18627,0.12157,0.12157,0.021569,0.021569,0.023529,0.023529,0.019608,0.019608,0.021569,0.021569,0.031373,0.031373,0.035294,0.035294,0.035294,0.035294,0.035294,0.035294,0.035294,0.035294,0.035294,0.035294,0.035294,0.035294,0.035294,0.035294,0.035294,0.035294,0.035294,0.035294,0.029412,0.029412,0.027451,0.027451,0.023529,0.023529,0.021569,0.021569,0.013725,0.013725,0.0039216,0.0039216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15447,0.15447,0.14634,0.14634,0.13008,0.13008,0.092141,0.092141,0.01897,0.01897,0.01626,0.01626,0.0081301,0.0081301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.093333,0.093333,0.093333,0.093333,0.093333,0.093333,0.13185,0.13185,0.21778,0.21778,0.17037,0.17037,0.15111,0.15111,0.17926,0.17926,0.22815,0.22815,0.30222,0.30222,0.36296,0.36296,0.31259,0.31259,0.34815,0.34815,0.38963,0.38963,0.40444,0.40444,0.4163,0.4163,0.37778,0.37778,0.4237,0.4237,0.34963,0.34963,0.33037,0.33037,0.4,0.4,0.34963,0.34963,0.38667,0.38667,0.3763,0.3763,0.34074,0.34074,0.35852,0.35852,0.36,0.36,0.27111,0.27111,0.23704,0.23704,0.15259,0.15259,0.096296,0.096296,0.088889,0.088889,0.087407,0.087407,0.10222,0.10222,0.13037,0.13037,0.16593,0.16593,0.16148,0.16148,0.16444,0.16444,0.14519,0.14519,0.11704,0.11704,0.091852,0.091852,0.06963,0.06963,0.045926,0.045926,0.08,0.08,0.11259,0.11259,0.13926,0.13926,0.1437,0.1437,0.14815,0.14815,0.1437,0.1437,0.1437,0.1437,0.11111,0.11111,0.075556,0.075556,0.044444,0.044444,0.042963,0.042963,0.037037,0.037037,0.034074,0.034074,0.031111,0.031111,0.023704,0.023704,0.023704,0.023704,0.026667,0.026667,0.028148,0.028148,0.028148,0.028148,0.026667,0.026667,0.025185,0.025185,0.022222,0.022222,0.016296,0.016296,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.01037,0.01037,0.0074074,0.0074074,0.002963,0.002963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014815,0.0014815,0.002963,0.002963,0.0044444,0.0044444,0.0059259,0.0059259,0.01037,0.01037,0.013333,0.013333,0.014815,0.014815,0.014815,0.014815,0.014815,0.014815,0.014815,0.014815,0.014815,0.014815,0.014815,0.014815,0.014815,0.014815,0.014815,0.014815,0.014815,0.014815,0.013333,0.013333,0.011852,0.011852,0.01037,0.01037,0.0088889,0.0088889,0.0044444,0.0044444,0.0014815,0.0014815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.15,0.14444,0.14444,0.20833,0.20833,0.28056,0.28056,0.30556,0.30556,0.34444,0.34444,0.47778,0.47778,0.46111,0.46111,0.40278,0.40278,0.31389,0.31389,0.26944,0.26944,0.21111,0.21111,0.19722,0.19722,0.19444,0.19444,0.19167,0.19167,0.19444,0.19444,0.20278,0.20278,0.21111,0.21111,0.21389,0.21389,0.21667,0.21667,0.20833,0.20833,0.20278,0.20278,0.19722,0.19722,0.19722,0.19722,0.2,0.2,0.20556,0.20556,0.20556,0.20556,0.20278,0.20278,0.19167,0.19167,0.18611,0.18611,0.25,0.25,0.30556,0.30556,0.375,0.375,0.36389,0.36389,0.40556,0.40556,0.36667,0.36667,0.31944,0.31944,0.26111,0.26111,0.29167,0.29167,0.25833,0.25833,0.25556,0.25556,0.25,0.25,0.23889,0.23889,0.22778,0.22778,0.23056,0.23056,0.21667,0.21667,0.19722,0.19722,0.17222,0.17222,0.13889,0.13889,0.125,0.125,0.13056,0.13056,0.12778,0.12778,0.13333,0.13333,0.13611,0.13611,0.13889,0.13889,0.14167,0.14167,0.13611,0.13611,0.13611,0.13611,0.13889,0.13889,0.13611,0.13611,0.13333,0.13333,0.13333,0.13333,0.13611,0.13611,0.13611,0.13611,0.13611,0.13611,0.13333,0.13333,0.14167,0.14167,0.13889,0.13889,0.13889,0.13889,0.20556,0.20556,0.28889,0.28889,0.36944,0.36944,0.40556,0.40556,0.38056,0.38056,0.31667,0.31667,0.23056,0.23056,0.15556,0.15556,0.12778,0.12778,0.15,0.15,0.15556,0.15556,0.18333,0.18333,0.16667,0.16667,0.15833,0.15833,0.13333,0.13333,0.097222,0.097222,0.066667,0.066667,0.047222,0.047222,0.025,0.025,0.022222,0.022222,0.0027778,0.0027778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14607,0.14607,0.13608,0.13608,0.13858,0.13858,0.12859,0.12859,0.12484,0.12484,0.17478,0.17478,0.22222,0.22222,0.27341,0.27341,0.26467,0.26467,0.22971,0.22971,0.2035,0.2035,0.21099,0.21099,0.18851,0.18851,0.17603,0.17603,0.14482,0.14482,0.18102,0.18102,0.23471,0.23471,0.21223,0.21223,0.20849,0.20849,0.22472,0.22472,0.1573,0.1573,0.15106,0.15106,0.086142,0.086142,0.066167,0.066167,0.057428,0.057428,0.037453,0.037453,0.03995,0.03995,0.097378,0.097378,0.12235,0.12235,0.13608,0.13608,0.1623,0.1623,0.12609,0.12609,0.098627,0.098627,0.077403,0.077403,0.053683,0.053683,0.024969,0.024969,0.021223,0.021223,0.019975,0.019975,0.052434,0.052434,0.077403,0.077403,0.098627,0.098627,0.10112,0.10112,0.097378,0.097378,0.068664,0.068664,0.041199,0.041199,0.018727,0.018727,0.014981,0.014981,0.011236,0.011236,0.011236,0.011236,0.0087391,0.0087391,0.0074906,0.0074906,0.0074906,0.0074906,0.011236,0.011236,0.014981,0.014981,0.01623,0.01623,0.01623,0.01623,0.01623,0.01623,0.014981,0.014981,0.014981,0.014981,0.011236,0.011236,0.0087391,0.0087391,0.0049938,0.0049938,0.0012484,0.0012484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012484,0.0012484,0.0024969,0.0024969,0.0037453,0.0037453,0.0049938,0.0049938,0.0087391,0.0087391,0.011236,0.011236,0.012484,0.012484,0.012484,0.012484,0.012484,0.012484,0.011236,0.011236,0.0099875,0.0099875,0.0087391,0.0087391,0.0074906,0.0074906,0.0037453,0.0037453,0.0012484,0.0012484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.089362,0.089362,0.093617,0.093617,0.10213,0.10213,0.04539,0.04539,0.019858,0.019858,0.019858,0.019858,0.017021,0.017021,0.015603,0.015603,0.014184,0.014184,0.0070922,0.0070922,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.089362,0.089362,0.092199,0.092199,0.099291,0.099291,0.097872,0.097872,0.095035,0.095035,0.095035,0.095035,0.029787,0.029787,0.029787,0.029787,0.02695,0.02695,0.029787,0.029787,0.021277,0.021277,0.012766,0.012766,0.012766,0.012766,0.012766,0.012766,0.012766,0.012766,0.012766,0.012766,0.0085106,0.0085106,0,0,0,0,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0.0014184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.7,0.7,0.45,0.45,0.45,0.45,0.8,0.8,0.45,0.45,0.85,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.85,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.35,0.35,0.65,0.65,0.9,0.9,0.85,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.45,0.5,0.5,0.7,0.7,0.5,0.5,0.55,0.55,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.55,0.55,0.6,0.6,0.55,0.55,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.65,0.65,0.45,0.45,0.45,0.45,0.25,0.25,0.5,0.5,0.65,0.65,0.7,0.7,0.55,0.55,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.45,0.45,0.5,0.5,0.6,0.6,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075163,0.075163,0.075163,0.075163,0.075163,0.075163,0.075163,0.075163,0.10703,0.10703,0.091503,0.091503,0.055556,0.055556,0.066993,0.066993,0.068627,0.068627,0.071078,0.071078,0.071895,0.071895,0.066993,0.066993,0.065359,0.065359,0.065359,0.065359,0.065359,0.065359,0.065359,0.065359,0.033497,0.033497,0.017157,0.017157,0.017157,0.017157,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.005719,0.004085,0.004085,0.001634,0.001634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
